"Time","All machines","machine69","machine70","machine77"
2024-06-14 18:12:00,0,272,0,0
2024-06-14 18:12:15,0,0,0,0
2024-06-14 18:12:30,1,1,1,29
2024-06-14 18:12:45,0,0,13,0
2024-06-14 18:13:00,1,0,0,0
2024-06-14 18:13:15,4,8,8,0
2024-06-14 18:13:30,2,2,0,0
2024-06-14 18:13:45,3,0,0,0
2024-06-14 18:14:00,0,0,0,0
2024-06-14 18:14:15,98,2,0,0
2024-06-14 18:14:30,79,0,0,0
2024-06-14 18:14:45,3,2,0,6
2024-06-14 18:15:00,6,2,0,51
2024-06-14 18:15:15,7,0,0,0
2024-06-14 18:15:30,11,1,0,0
2024-06-14 18:15:45,1,2,79,109
2024-06-14 18:16:00,1,0,4,0
2024-06-14 18:16:15,3,7,0,0
2024-06-14 18:16:30,0,0,0,0
2024-06-14 18:16:45,0,0,0,0
2024-06-14 18:17:00,0,0,0,0
2024-06-14 18:17:15,5,0,0,0
2024-06-14 18:17:30,353,0,4,1
2024-06-14 18:17:45,36,0,0,0
2024-06-14 18:18:00,0,0,0,0
