"Time","All machines","machine69","machine70","machine77"
2024-06-23 23:25:15,1,1,0,0
2024-06-23 23:25:30,242,1,0,0
2024-06-23 23:25:45,5,0,0,0
2024-06-23 23:26:00,0,13,0,0
2024-06-23 23:26:15,0,1,0,0
2024-06-23 23:26:30,82,78,0,0
2024-06-23 23:26:45,0,0,19,0
2024-06-23 23:27:00,0,2,0,0
2024-06-23 23:27:15,180,0,7,0
2024-06-23 23:27:30,56,0,0,0
2024-06-23 23:27:45,5,8,0,0
2024-06-23 23:28:00,0,0,0,14
2024-06-23 23:28:15,0,0,0,10
2024-06-23 23:28:30,0,2,0,0
2024-06-23 23:28:45,0,158,0,82
2024-06-23 23:29:00,0,2,0,0
2024-06-23 23:29:15,2,0,0,0
2024-06-23 23:29:30,75,1,158,0
2024-06-23 23:29:45,0,0,0,0
2024-06-23 23:30:00,0,0,0,0
2024-06-23 23:30:15,0,0,0,0
2024-06-23 23:30:30,1,0,0,0
2024-06-23 23:30:45,0,0,0,0
2024-06-23 23:31:00,4,1,0,0
2024-06-23 23:31:15,0,0,0,0
