"Time","All machines","machine69","machine70","machine77"
2024-06-13 14:49:45,0,0,0,0
2024-06-13 14:50:00,0,0,0,0
2024-06-13 14:50:15,0,0,0,1
2024-06-13 14:50:30,18,1,0,0
2024-06-13 14:50:45,0,0,0,0
2024-06-13 14:51:00,16,0,74,1
2024-06-13 14:51:15,0,6,0,0
2024-06-13 14:51:30,6,4,0,0
2024-06-13 14:51:45,2,1,0,0
2024-06-13 14:52:00,210,1,74,0
2024-06-13 14:52:15,4,4,85,57
2024-06-13 14:52:30,4,0,97,0
2024-06-13 14:52:45,0,9,0,0
2024-06-13 14:53:00,6,1,0,0
2024-06-13 14:53:15,5,0,0,0
2024-06-13 14:53:30,5,4,0,0
2024-06-13 14:53:45,0,4,0,0
2024-06-13 14:54:00,5,2,0,0
2024-06-13 14:54:15,5,6,0,0
2024-06-13 14:54:30,171,4,2,0
2024-06-13 14:54:45,0,3,0,0
2024-06-13 14:55:00,7,0,0,5
2024-06-13 14:55:15,0,0,0,0
2024-06-13 14:55:30,0,0,0,0
2024-06-13 14:55:45,1,0,0,0
2024-06-13 14:56:00,0,0,33,0
